id при поиске;Публикация;Цитируется;Ф.;И.;О.;;;год. расч.;год уточн.;Год;по теме;актуально;Организация
80;МНОГОКАНАЛЬНАЯ СИСТЕМА АНАЛИЗА РЕЧЕВОЙ АКТИВНОСТИ УЧАСТНИКОВ СОВЕЩАНИЯ Будков В.Ю., Прищепа М.В., Ронжин А.Л., Марков К. В сборнике: Третий междисциплинарный семинар «Анализ разговорной русской речи» (АР3 - 2009)составитель: А.Л. Ронжин. 2009. С. 57-62.;5;Ронжин;А;Л;Ронжин А. Л.;МНОГОКАНАЛЬНАЯ СИСТЕМА АНАЛИЗА РЕЧЕВОЙ АКТИВНОСТИ УЧАСТНИКОВ СОВЕЩАНИЯ Будков В.Ю., Прищепа М.В., Ронжин А.Л., Марков К. В сборнике: Третий междисциплинарный семинар «Анализ разговорной русской речи» (АР3 - 2009)составитель: А.Л. Ронжин. 2009. С. 57-62. ;2009    ;;2009    ;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
81;АНАЛИЗ ПРОБЛЕМ АВТОМАТИЧЕСКОЙ ОБРАБОТКИ СПОНТАННОЙ РУССКОЙ РЕЧИ Ронжин А.Л., Евграфова К.В., Кипяткова И.С. В сборнике: Пятый междисциплинарный семинар «Анализ разговорной русской речи» (АР3 - 2011)Составитель: А.Л. Ронжин. 2011. С. 48-54.;0;Ронжин;А;Л;Ронжин А. Л.;АНАЛИЗ ПРОБЛЕМ АВТОМАТИЧЕСКОЙ ОБРАБОТКИ СПОНТАННОЙ РУССКОЙ РЕЧИ Ронжин А.Л., Евграфова К.В., Кипяткова И.С. В сборнике: Пятый междисциплинарный семинар «Анализ разговорной русской речи» (АР3 - 2011)Составитель: А.Л. Ронжин. 2011. С. 48-54. ;2011    ;;2011    ;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
82;КОМПЛЕКС СРЕДСТВ ДЛЯ ОБРАБОТКИ РЕЧЕВЫХ СИГНАЛОВ В ИНТЕРАКТИВНЫХ МОБИЛЬНЫХ ПРИЛОЖЕНИЯХ Савельев А.И., Ронжин А.Л. В сборнике: Шестой междисциплинарный семинар «Анализ разговорной русской речи» (АР3 - 2012)составитель: А.Л. Ронжин. 2012. С. 74-81.;0;Ронжин;А;Л;Ронжин А. Л.;КОМПЛЕКС СРЕДСТВ ДЛЯ ОБРАБОТКИ РЕЧЕВЫХ СИГНАЛОВ В ИНТЕРАКТИВНЫХ МОБИЛЬНЫХ ПРИЛОЖЕНИЯХ Савельев А.И., Ронжин А.Л. В сборнике: Шестой междисциплинарный семинар «Анализ разговорной русской речи» (АР3 - 2012)составитель: А.Л. Ронжин. 2012. С. 74-81. ;2012    ;;2012    ;1;1;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
83;МЕТОДЫ И ПРОГРАММНЫЕ СРЕДСТВА АВТОМАТИЗАЦИИ АУДИОВИЗУАЛЬНОГО МОНИТОРИНГА УЧАСТНИКОВ МЕРОПРИЯТИЙ В ИНТЕЛЛЕКТУАЛЬНОМ ЗАЛЕ Ронжин А.Л. диссертация ... кандидата технических наук : 05.13.11 / Санкт-Петербургский институт информатики и автоматизации Российской академии наук. Санкт-Петербург, 2013;1;Ронжин;А;Л;Ронжин А. Л.;МЕТОДЫ И ПРОГРАММНЫЕ СРЕДСТВА АВТОМАТИЗАЦИИ АУДИОВИЗУАЛЬНОГО МОНИТОРИНГА УЧАСТНИКОВ МЕРОПРИЯТИЙ В ИНТЕЛЛЕКТУАЛЬНОМ ЗАЛЕ Ронжин А.Л. диссертация ... кандидата технических наук : 05.13.11 / Санкт-Петербургский институт информатики и автоматизации Российской академии наук. Санкт-Петербург, 2013 ;    2013;;    2013;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
84;МЕТОДЫ И ПРОГРАММНЫЕ СРЕДСТВА АВТОМАТИЗАЦИИ АУДИОВИЗУАЛЬНОГО МОНИТОРИНГА УЧАСТНИКОВ МЕРОПРИЯТИЙ В ИНТЕЛЛЕКТУАЛЬНОМ ЗАЛЕ Ронжин А.Л. автореферат дис. ... кандидата технических наук : 05.13.11 / Санкт-Петербургский институт информатики и автоматизации Российской академии наук. Санкт-Петербург, 2013;0;Ронжин;А;Л;Ронжин А. Л.;МЕТОДЫ И ПРОГРАММНЫЕ СРЕДСТВА АВТОМАТИЗАЦИИ АУДИОВИЗУАЛЬНОГО МОНИТОРИНГА УЧАСТНИКОВ МЕРОПРИЯТИЙ В ИНТЕЛЛЕКТУАЛЬНОМ ЗАЛЕ Ронжин А.Л. автореферат дис. ... кандидата технических наук : 05.13.11 / Санкт-Петербургский институт информатики и автоматизации Российской академии наук. Санкт-Петербург, 2013 ;    2013;;    2013;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
85;АВТОМАТИЧЕСКАЯ ОБРАБОТКА РАЗГОВОРНОЙ РУССКОЙ РЕЧИ Кипяткова И.С., Ронжин А.Л., Карпов А.А. Санкт-Петербург, 2013.;14;Ронжин;А;Л;Ронжин А. Л.;АВТОМАТИЧЕСКАЯ ОБРАБОТКА РАЗГОВОРНОЙ РУССКОЙ РЕЧИ Кипяткова И.С., Ронжин А.Л., Карпов А.А. Санкт-Петербург, 2013. ;2013    ;;2013    ;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
86;"РАЗРАБОТКА АЛГОРИТМА АНАЛИЗА ИЗОБРАЖЕНИЯ ЛИЦА ДЛЯ ОПРЕДЕЛЕНИЯ ОСНОВНЫХ ТИПОВ ЭМОЦИЙ ЧЕЛОВЕКА Зибарев А.В., Ронжин Ан.Л. В сборнике: Материалы конференции ""Информационные технологии в управлении"" (ИТУ-2014)2014. С. 682-685.";0;Ронжин;А;Л;Ронжин А. Л.;"РАЗРАБОТКА АЛГОРИТМА АНАЛИЗА ИЗОБРАЖЕНИЯ ЛИЦА ДЛЯ ОПРЕДЕЛЕНИЯ ОСНОВНЫХ ТИПОВ ЭМОЦИЙ ЧЕЛОВЕКА Зибарев А.В., Ронжин Ан.Л. В сборнике: Материалы конференции ""Информационные технологии в управлении"" (ИТУ-2014)2014. С. 682-685. ";2014    ;;2014    ;0;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
87;"ПРИМЕНЕНИЕ МЕТОДОВ РАСПОЗНАВАНИЯ ЛИЦ ПРИ ПРОВЕДЕНИИ РЕГИСТРАЦИИ УЧАСТНИКОВ МЕРОПРИЯТИЙ В ЗАЛЕ СОВЕЩАНИЙ Ронжин Ал.Л., Будков В.Ю. В сборнике: Материалы конференции ""Информационные технологии в управлении"" (ИТУ-2014)2014. С. 697-700.";0;Ронжин;А;Л;Ронжин А. Л.;"ПРИМЕНЕНИЕ МЕТОДОВ РАСПОЗНАВАНИЯ ЛИЦ ПРИ ПРОВЕДЕНИИ РЕГИСТРАЦИИ УЧАСТНИКОВ МЕРОПРИЯТИЙ В ЗАЛЕ СОВЕЩАНИЙ Ронжин Ал.Л., Будков В.Ю. В сборнике: Материалы конференции ""Информационные технологии в управлении"" (ИТУ-2014)2014. С. 697-700. ";2014    ;;2014    ;0;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
88;ИНФОРМАЦИОННАЯ МОДЕЛЬ СОПРОВОЖДЕНИЯ РАСПРЕДЕЛЕННЫХ МЕРОПРИЯТИЙ В ИНТЕЛЛЕКТУАЛЬНОМ ЗАЛЕ СОВЕЩАНИЙ Будков В.Ю., Ронжин А.Л. Известия высших учебных заведений. Приборостроение. 2014. Т. 57. № 11. С. 19-25.;0;Ронжин;А;Л;Ронжин А. Л.;ИНФОРМАЦИОННАЯ МОДЕЛЬ СОПРОВОЖДЕНИЯ РАСПРЕДЕЛЕННЫХ МЕРОПРИЯТИЙ В ИНТЕЛЛЕКТУАЛЬНОМ ЗАЛЕ СОВЕЩАНИЙ Будков В.Ю., Ронжин А.Л. Известия высших учебных заведений. Приборостроение. 2014. Т. 57. № 11. С. 19-25. ;2014    ;;2014    ;0;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
89;МНОГОМОДАЛЬНЫЕ ИНТЕРФЕЙСЫ АВТОНОМНЫХ МОБИЛЬНЫХ РОБОТОТЕХНИЧЕСКИХ КОМПЛЕКСОВ Ронжин А.Л., Юсупов Р.М. Известия ЮФУ. Технические науки. 2015. № 1 (162). С. 195-206.;13;Ронжин;А;Л;Ронжин А. Л.;МНОГОМОДАЛЬНЫЕ ИНТЕРФЕЙСЫ АВТОНОМНЫХ МОБИЛЬНЫХ РОБОТОТЕХНИЧЕСКИХ КОМПЛЕКСОВ Ронжин А.Л., Юсупов Р.М. Известия ЮФУ. Технические науки. 2015. № 1 (162). С. 195-206. ;2015    ;;2015    ;2;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
90;МЕТОДЫ ОЦЕНИВАНИЯ РАЗМЫТОСТИ ЦИAРОВЫХ ИЗОБРАЖЕНИЙ Ватаманюк И.В., Ронжин Ал.Л. В сборнике: Завалишинские чтения'14 2014. С. 43-48.;1;Ронжин;А;Л;Ронжин А. Л.;МЕТОДЫ ОЦЕНИВАНИЯ РАЗМЫТОСТИ ЦИAРОВЫХ ИЗОБРАЖЕНИЙ Ватаманюк И.В., Ронжин Ал.Л. В сборнике: Завалишинские чтения'14 2014. С. 43-48. ;2014    ;;2014    ;0;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
91;ОПРЕДЕЛЕНИЕ СТЕПЕНИ АЛКОГОЛЬНОЙ ИНТОКСИКАЦИИ ЧЕЛОВЕКА НА ОСНОВЕ АВТОМАТИЧЕСКОГО АНАЛИЗА РЕЧИ Ронжин А.Л., Басов О.О. Вестник Московского университета МВД России. 2015. № 5. С. 216-220.;3;Ронжин;А;Л;Ронжин А. Л.;ОПРЕДЕЛЕНИЕ СТЕПЕНИ АЛКОГОЛЬНОЙ ИНТОКСИКАЦИИ ЧЕЛОВЕКА НА ОСНОВЕ АВТОМАТИЧЕСКОГО АНАЛИЗА РЕЧИ Ронжин А.Л., Басов О.О. Вестник Московского университета МВД России. 2015. № 5. С. 216-220. ;2015    ;;2015    ;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
92;МЕЖДУНАРОДНЫЕ СОРЕВНОВАНИЯ РОБОТОВ ПО ФУТБОЛУ ROBOCUP И ПЕРСПЕКТИВЫ УЧАСТИЯ В НИХ РОССИЙСКИХ КОМАНД Ронжин А.Л., Станкевич Л.А., Шандаров Е.С. Робототехника и техническая кибернетика. 2015. № 2 (7). С. 24-29.;7;Ронжин;А;Л;Ронжин А. Л.;МЕЖДУНАРОДНЫЕ СОРЕВНОВАНИЯ РОБОТОВ ПО ФУТБОЛУ ROBOCUP И ПЕРСПЕКТИВЫ УЧАСТИЯ В НИХ РОССИЙСКИХ КОМАНД Ронжин А.Л., Станкевич Л.А., Шандаров Е.С. Робототехника и техническая кибернетика. 2015. № 2 (7). С. 24-29. ;2015    ;;2015    ;0;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
